;1.0;3.0;5.0;7.0;type;pop;continent
ElecPop_orig_ke-1;16245625.205378411;57126.93167054276;15620.437172536185;238.25627183914185;orig;ElecPop;AFR
Pop_orig_ke-1;42946937.35960388;1831574.306796074;861680.3093585968;16435.099128246307;orig;Pop;AFR
NewConnections2030_orig_ke-1;14118246.106192589;2536232.095508337;957651.4621772766;16435.654832601547;orig;NewConnections2030;AFR
NewConnections2025_orig_ke-1;14084521.263204575;7941.513262748718;239277.48319625854;2302.011499404907;orig;NewConnections2025;AFR
ElecPop2030_adj_kh-1;14057985.183216045;405840.58686488395;676081.9030600039;21481.73720249993;adj;ElecPop2030;other
ElecPop_adj_kh-1;4379614.182126198;3409.7428312000065;1192.145463;394.51005900000007;adj;ElecPop;other
Pop_adj_kh-1;14555169.896604653;325477.5875970848;538637.3738750023;17398.2223035;adj;Pop;other
NewConnections2030_adj_kh-1;1636429.1365051973;409250.32969608734;190480.27791299895;10034.869225499999;adj;NewConnections2030;other
NewConnections2025_adj_kh-1;2837284.503285891;0.0;0.0;0.0;adj;NewConnections2025;other
ElecPop2030_orig_kh-1;14593599.692112094;405840.58686488395;152848.17709000033;9100.954276500002;orig;ElecPop2030;other
ElecPop_orig_kh-1;4381007.985644198;3409.7428312000065;170.20683300000002;22.645171;orig;ElecPop;other
Pop_orig_kh-1;14982253.65671268;325477.5875970848;121695.81958399992;7256.016486500004;orig;Pop;other
NewConnections2030_orig_kh-1;1674802.3002732059;409250.32969608734;153018.38392300034;9123.5994475;orig;NewConnections2030;other
NewConnections2025_orig_kh-1;2837284.503285891;0.0;0.0;0.0;orig;NewConnections2025;other
ElecPop2030_adj_km-1;536063.1229579999;4855.138336500008;191202.403888;0;adj;ElecPop2030;AFR
ElecPop_adj_km-1;367955.173682;223.94790550000002;160.21129000000002;0;adj;ElecPop;AFR
Pop_adj_km-1;653268.908929;3333.952393000016;125611.93514800009;0;adj;Pop;AFR
NewConnections2030_adj_km-1;95120.52676699997;5079.086242000009;110039.260545;0;adj;NewConnections2030;AFR
NewConnections2025_adj_km-1;143297.77027899993;0.0;81323.35259000001;0;adj;NewConnections2025;AFR
ElecPop2030_orig_km-1;536063.1229579999;4855.138336500008;191202.403888;0;orig;ElecPop2030;AFR
ElecPop_orig_km-1;367955.173682;223.94790550000002;160.21129000000002;0;orig;ElecPop;AFR
Pop_orig_km-1;653268.908929;3333.952393000016;125611.93514800009;0;orig;Pop;AFR
NewConnections2030_orig_km-1;95120.52676699997;5079.086242000009;110039.260545;0;orig;NewConnections2030;AFR
NewConnections2025_orig_km-1;143297.77027899993;0.0;81323.35259000001;0;orig;NewConnections2025;AFR
ElecPop2030_adj_lr-1;3760537.547384262;528071.1116683483;875917.7189006805;27194.31236553192;adj;ElecPop2030;AFR
ElecPop_adj_lr-1;1536958.597606659;1430.6086604595184;2874.217700958252;75.86024761199951;adj;ElecPop;AFR
Pop_adj_lr-1;3382665.710193634;410522.39143013954;680659.92395401;21142.549762248993;adj;Pop;AFR
NewConnections2030_adj_lr-1;1926101.5257892609;529501.7203288078;286436.3401737213;13299.79130101204;adj;NewConnections2030;AFR
NewConnections2025_adj_lr-1;2352054.5975341797;0.0;166.21209716796875;0.0;adj;NewConnections2025;AFR
ElecPop2030_orig_lr-1;4410822.702676773;528071.1116683483;240662.40850639343;12164.467467308044;orig;ElecPop2030;AFR
ElecPop_orig_lr-1;1539408.461069107;1430.6086604595184;438.32719802856445;61.887288093566895;orig;ElecPop;AFR
Pop_orig_lr-1;3888730.806036949;410522.39143013954;186258.29175949097;9479.086113452911;orig;Pop;AFR
NewConnections2030_orig_lr-1;1972676.7788937092;529501.7203288078;240934.52361488342;12226.354755401611;orig;NewConnections2030;AFR
NewConnections2025_orig_lr-1;2352054.5975341797;0.0;166.21209716796875;0.0;orig;NewConnections2025;AFR
ElecPop2030_adj_ls-1;1164908.1009073257;20496.813534498215;614495.885781765;3991.250126838684;adj;ElecPop2030;AFR
ElecPop_adj_ls-1;896751.5946378708;1163.6000020503998;24274.42985200882;146.6999988555908;adj;ElecPop;AFR
Pop_adj_ls-1;1524466.9601783752;18137.020042419434;534864.6705169678;3464.8499851226807;adj;Pop;AFR
NewConnections2030_adj_ls-1;813762.4608511925;21660.413536548615;49526.52291512489;3744.5765884816647;adj;NewConnections2030;AFR
NewConnections2025_adj_ls-1;478477.2176594734;0.0;0.0;0.0;adj;NewConnections2025;AFR
ElecPop2030_orig_ls-1;1754393.8197360039;20496.813534498215;25371.154759407043;3630.2623205184937;orig;ElecPop2030;AFR
ElecPop_orig_ls-1;920397.5844845772;1163.6000020503998;676.5000047683716;98.63999938964844;orig;ElecPop;AFR
Pop_orig_ls-1;2037863.5306663513;18137.020042419434;21810.610027313232;3122.3399868011475;orig;Pop;AFR
NewConnections2030_orig_ls-1;837257.0032707155;21660.413536548615;26047.654764175415;3728.902319908142;orig;NewConnections2030;AFR
NewConnections2025_orig_ls-1;478477.2176594734;0.0;0.0;0.0;orig;NewConnections2025;AFR
ElecPop2030_adj_mg-1;13609623.468866587;780506.3874483546;17155699.895271897;710078.8658328056;adj;ElecPop2030;AFR
ElecPop_adj_mg-1;3355621.6672456264;4909.583568171598;586856.456204772;253.34162092208862;adj;ElecPop;AFR
Pop_adj_mg-1;8809870.838392258;521480.49914216995;10944654.555167198;471628.2951602936;adj;Pop;AFR
NewConnections2030_adj_mg-1;6304911.901971102;346904.7875510007;7624729.836975098;129746.51999759674;adj;NewConnections2030;AFR
NewConnections2025_adj_mg-1;4357213.215625286;438511.18343770504;5122420.8559036255;141383.0260848999;adj;NewConnections2025;AFR
ElecPop2030_orig_mg-1;19032282.447720766;780506.3874483546;11758142.792482018;710078.8658328056;orig;ElecPop2030;AFR
ElecPop_orig_mg-1;3376160.234148741;4909.583568171598;566317.8893016577;253.34162092208862;orig;ElecPop;AFR
Pop_orig_mg-1;12423906.564825058;521480.49914216995;7347285.333310127;471628.2951602936;orig;Pop;AFR
NewConnections2030_orig_mg-1;6729560.220501184;346904.7875510007;7202039.828687429;129746.51999759674;orig;NewConnections2030;AFR
NewConnections2025_orig_mg-1;4357213.215625286;438511.18343770504;5122420.8559036255;141383.0260848999;orig;NewConnections2025;AFR
ElecPop2030_adj_ml-1;11439170.130936146;1801876.9994170666;8725705.256650925;47815.14790534973;adj;ElecPop2030;AFR
ElecPop_adj_ml-1;5859117.503654003;24281.03162765503;33750.23134803772;311.14492416381836;adj;ElecPop;AFR
Pop_adj_ml-1;9978641.27820015;1357018.626007557;6159212.497409821;35762.663868904114;adj;Pop;AFR
NewConnections2030_adj_ml-1;6001809.305782318;1826158.0310447216;2101947.4276590347;30167.472482681274;adj;NewConnections2030;AFR
NewConnections2025_adj_ml-1;3080038.370123863;0.0;101324.22518920898;864.3062915802002;adj;NewConnections2025;AFR
ElecPop2030_orig_ml-1;18776282.58392048;1801876.9994170666;1403186.7471690178;33221.204402923584;orig;ElecPop2030;AFR
ElecPop_orig_ml-1;5888398.905808449;24281.03162765503;4720.895317554474;59.078800201416016;orig;ElecPop;AFR
Pop_orig_ml-1;15140926.010753632;1357018.626007557;1007959.8394203186;24730.58930492401;orig;Pop;AFR
NewConnections2030_orig_ml-1;6798421.907463312;1826158.0310447216;1306583.4161014557;28918.88235926628;orig;NewConnections2030;AFR
NewConnections2025_orig_ml-1;3080038.370123863;0.0;101324.22518920898;864.3062915802002;orig;NewConnections2025;AFR
ElecPop2030_adj_mm-1;27056912.405813664;1388214.545561782;8288968.4034051625;385694.2551493032;adj;ElecPop2030;other
ElecPop_adj_mm-1;23654733.549470056;23392.338825349994;572205.548279629;28664.001769699997;adj;ElecPop;other
Pop_adj_mm-1;42608863.174276665;1204419.8607414507;7552054.79188411;353541.2862194005;adj;Pop;other
NewConnections2030_adj_mm-1;4565144.774957829;1411606.8843870945;3879700.0343791237;173225.26906989882;adj;NewConnections2030;other
NewConnections2025_adj_mm-1;9037562.89283908;0.0;2971271.25191599;49588.19984299995;adj;NewConnections2025;other
ElecPop2030_orig_mm-1;29138479.83647709;1388214.545561782;6272395.289608332;321039.8127732989;orig;ElecPop2030;other
ElecPop_orig_mm-1;23752970.68824306;23392.338825349994;477067.58915362926;25564.822122700003;orig;ElecPop;other
Pop_orig_mm-1;44468729.35882982;1204419.8607414507;5750287.756910027;295732.1264303996;orig;Pop;other
NewConnections2030_orig_mm-1;4669951.09061799;1411606.8843870945;3778167.6950027277;169967.63415559873;orig;NewConnections2030;other
NewConnections2025_orig_mm-1;9037562.89283908;0.0;2971271.25191599;49588.19984299995;orig;NewConnections2025;other
ElecPop2030_adj_mn-1;1147812.0076891012;109855.23930163206;87744.86537660027;12214.772544100042;adj;ElecPop2030;other
ElecPop_adj_mn-1;2328476.2307089;3711.3415661652957;5564.803110400003;477.4813094999999;adj;ElecPop;other
Pop_adj_mn-1;2472700.0994669977;83537.85511829959;68637.17784349997;9336.229564500018;adj;Pop;other
NewConnections2030_adj_mn-1;273579.364454409;113566.5808677971;93309.6684870003;7985.248882499985;adj;NewConnections2030;other
NewConnections2025_adj_mn-1;517788.8182320976;0.0;0.0;67.10713;adj;NewConnections2025;other
ElecPop2030_orig_mn-1;1152561.0951026012;109855.23930163206;87744.86537660027;7465.685130599988;orig;ElecPop2030;other
ElecPop_orig_mn-1;2328643.5255704;3711.3415661652957;5564.803110400003;310.1864479999999;orig;ElecPop;other
Pop_orig_mn-1;2476316.5157719967;83537.85511829959;68637.17784349997;5719.813259499995;orig;Pop;other
NewConnections2030_orig_mn-1;273855.8488888088;113566.5808677971;93309.6684870003;7708.764448099983;orig;NewConnections2030;other
NewConnections2025_orig_mn-1;517788.8182320976;0.0;0.0;67.10713;orig;NewConnections2025;other
ElecPop2030_adj_mr-1;2596101.0315891504;450319.7733724117;1379195.013929367;21636.889305114746;adj;ElecPop2030;AFR
ElecPop_adj_mr-1;1787890.7841991186;9161.792310595512;36350.96637916565;19.60388946533203;adj;ElecPop;AFR
Pop_adj_mr-1;2488270.466316223;371930.6675248146;1143474.3533668518;17530.00458431244;adj;Pop;AFR
NewConnections2030_adj_mr-1;1750167.6010372639;122681.13820647448;233566.102558136;6588.193547487259;adj;NewConnections2030;AFR
NewConnections2025_adj_mr-1;755446.1118462086;336800.426631093;21562.859649658203;461.46997833251953;adj;NewConnections2025;AFR
ElecPop2030_orig_mr-1;3785233.682241082;450319.7733724117;204116.90640449524;7969.205194473267;orig;ElecPop2030;AFR
ElecPop_orig_mr-1;1817974.36199224;9161.792310595512;6529.4361782073975;0.0;orig;ElecPop;AFR
Pop_orig_mr-1;3475173.8362197876;371930.6675248146;168159.65104675293;6450.730631828308;orig;Pop;AFR
NewConnections2030_orig_mr-1;1795178.7624390125;122681.13820647448;189083.4826567173;6082.88471531868;orig;NewConnections2030;AFR
NewConnections2025_orig_mr-1;755446.1118462086;336800.426631093;21562.859649658203;461.46997833251953;orig;NewConnections2025;AFR
ElecPop2030_adj_mz-1;16362335.59397317;7574203.248889987;10743474.857155988;182008.21097139898;adj;ElecPop2030;AFR
ElecPop_adj_mz-1;8819918.21360015;55712.75190418442;146957.70928078005;1702.6129421752412;adj;ElecPop;AFR
Pop_adj_mz-1;14347075.38690567;5413120.564153671;7725214.628338814;130335.48988580704;adj;Pop;AFR
NewConnections2030_adj_mz-1;11457129.733487606;3742934.8998144865;2209527.5483727455;138381.73246324062;adj;NewConnections2030;AFR
NewConnections2025_adj_mz-1;5482294.093931198;3886981.097123146;57958.42277145386;483.5660448074341;adj;NewConnections2025;AFR
ElecPop2030_orig_mz-1;25817295.2737033;7574203.248889987;1337604.0747647285;134180.29099421087;orig;ElecPop2030;AFR
ElecPop_orig_mz-1;8956517.57944135;55712.75190418442;10962.904044628143;1098.052337126108;orig;ElecPop;AFR
Pop_orig_mz-1;21151903.303554535;5413120.564153671;955642.2347307205;95974.57991456985;orig;Pop;AFR
NewConnections2030_orig_mz-1;12380834.400100827;3742934.8998144865;1290608.5562143326;133717.4950618744;orig;NewConnections2030;AFR
NewConnections2025_orig_mz-1;5482294.093931198;3886981.097123146;57958.42277145386;483.5660448074341;orig;NewConnections2025;AFR
ElecPop2030_adj_na-1;1059380.2098734379;756291.374106416;146766.72010421753;25640.504984140396;adj;ElecPop2030;AFR
ElecPop_adj_na-1;1275553.470409155;73994.6395746381;42420.271852493286;1706.933634519577;adj;ElecPop;AFR
Pop_adj_na-1;1418314.254940033;747158.6709274054;165752.47618675232;24609.442476272583;adj;Pop;AFR
NewConnections2030_adj_na-1;467572.46121023595;340057.2327060206;117782.2344276607;9982.808086846024;adj;NewConnections2030;AFR
NewConnections2025_adj_na-1;497681.78465142846;490228.78087699413;4472.243450164795;83.21218490600586;adj;NewConnections2025;AFR
ElecPop2030_orig_na-1;1120855.6214783192;756291.374106416;101264.84982967377;9666.963653802872;orig;ElecPop2030;AFR
ElecPop_orig_na-1;1298705.2691533566;73994.6395746381;20661.15828227997;314.24846053123474;orig;ElecPop;AFR
Pop_orig_na-1;1494468.6800861359;747158.6709274054;105225.5896320343;8981.903884887695;orig;Pop;AFR
NewConnections2030_orig_na-1;467985.7391259186;340057.2327060206;117453.76467084885;9897.999927975237;orig;NewConnections2030;AFR
NewConnections2025_orig_na-1;497681.78465142846;490228.78087699413;4472.243450164795;83.21218490600586;orig;NewConnections2025;AFR
ElecPop2030_adj_ne-1;15133369.3606596;2526003.6381378174;13730158.528553009;67368.66840076447;adj;ElecPop2030;AFR
ElecPop_adj_ne-1;4347548.0825891495;14009.273980140686;82494.52404403687;125.52924633026123;adj;ElecPop;AFR
Pop_adj_ne-1;10401993.59359932;1455396.8458228111;7914484.024742126;38673.363262176514;adj;Pop;AFR
NewConnections2030_adj_ne-1;10897488.637343407;1450207.5156126022;3877913.1417570114;48657.739198207855;adj;NewConnections2030;AFR
NewConnections2025_adj_ne-1;4121228.7526187897;1089805.4073143005;71039.2227859497;228.42827987670898;adj;NewConnections2025;AFR
ElecPop2030_orig_ne-1;26927995.44595146;2526003.6381378174;1952636.5349235535;50264.576738357544;orig;ElecPop2030;AFR
ElecPop_orig_ne-1;4423664.071378708;14009.273980140686;6457.994071960449;46.0704288482666;orig;ElecPop;AFR
Pop_orig_ne-1;17203785.987656593;1455396.8458228111;1122537.5983276367;28827.395619392395;orig;Pop;AFR
NewConnections2030_orig_ne-1;12890231.078323841;1450207.5156126022;1888055.3048210144;45773.13515377045;orig;NewConnections2030;AFR
NewConnections2025_orig_ne-1;4121228.7526187897;1089805.4073143005;71039.2227859497;228.42827987670898;orig;NewConnections2025;AFR
ElecPop2030_adj_ng-1;150049436.33577654;5642418.785260497;48922850.43647675;9100.331426620483;adj;ElecPop2030;AFR
ElecPop_adj_ng-1;65374211.75104023;100187.06821030201;2497882.8734273463;382.15155506134033;adj;ElecPop;AFR
Pop_adj_ng-1;134585360.66928864;4660470.327908993;41623914.0563221;7695.605741024017;adj;Pop;AFR
NewConnections2030_adj_ng-1;68874004.74560809;4280811.969703436;6683719.240261793;4444.863153934479;adj;NewConnections2030;AFR
NewConnections2025_adj_ng-1;40777143.06694031;1461793.8897151947;592575.7117805481;0.0;adj;NewConnections2025;AFR
ElecPop2030_orig_ng-1;194206187.87879542;5642418.785260497;4771479.936733781;4034.9971923828125;orig;ElecPop2030;AFR
ElecPop_orig_ng-1;67808166.6152232;100187.06821030201;64178.8123106375;131.3484888076782;orig;ElecPop;AFR
Pop_orig_ng-1;172396523.55147743;4660470.327908993;3817321.7564868927;3381.2402834892273;orig;Pop;AFR
NewConnections2030_orig_ng-1;71314936.00627601;4280811.969703436;4243083.037362814;4166.345681190491;orig;NewConnections2030;AFR
NewConnections2025_orig_ng-1;40777143.06694031;1461793.8897151947;592575.7117805481;0.0;orig;NewConnections2025;AFR
ElecPop2030_adj_ni-1;2679231.2233478324;424679.9413842813;351214.86373301345;19357.6705611999;adj;ElecPop2030;other
ElecPop_adj_ni-1;3832053.414651757;2314.115537500004;38050.62737800001;181.827522;adj;ElecPop;other
Pop_adj_ni-1;5351397.8921888545;364959.4737441618;329229.05560999044;16700.759198999942;adj;Pop;other
NewConnections2030_adj_ni-1;455542.25484098325;117644.9890211849;209424.22761660677;2951.8307319200158;adj;NewConnections2030;other
NewConnections2025_adj_ni-1;651616.4453317696;309349.0724637613;17860.82273599998;902.5725800000004;adj;NewConnections2025;other
ElecPop2030_orig_ni-1;2873626.6007994064;424679.9413842813;182755.76624400337;2911.505664200002;orig;ElecPop2030;other
ElecPop_orig_ni-1;3834218.967958757;2314.115537500004;36060.94341400001;181.827522;orig;ElecPop;other
Pop_orig_ni-1;5519402.04130692;364959.4737441618;183543.42856599993;2643.9272949999963;orig;Pop;other
NewConnections2030_orig_ni-1;465307.91551273357;117644.9890211849;200955.88676050658;2134.7422856000007;orig;NewConnections2030;other
NewConnections2025_orig_ni-1;651616.4453317696;309349.0724637613;17860.82273599998;902.5725800000004;orig;NewConnections2025;other
ElecPop2030_adj_pg-1;5756745.679732791;795975.4708622356;2683848.082724627;227255.3312645017;adj;ElecPop2030;other
ElecPop_adj_pg-1;1116431.705353698;5617.799193999985;285151.3363203997;2853.9125395;adj;ElecPop;other
Pop_adj_pg-1;4578609.859268491;539487.3599294543;1993455.1290230365;154867.85363199975;adj;Pop;other
NewConnections2030_adj_pg-1;874035.0217961408;710313.0329040396;1406683.7232995115;59761.07175019968;adj;NewConnections2030;other
NewConnections2025_adj_pg-1;1453422.3835154914;91280.23738819834;1172052.0183100023;98456.46904700011;adj;NewConnections2025;other
ElecPop2030_orig_pg-1;6188346.157249352;795975.4708622356;2252855.799132077;227255.3312645017;orig;ElecPop2030;other
ElecPop_orig_pg-1;1118430.644121198;5617.799193999985;283152.39755289967;2853.9125395;orig;ElecPop;other
Pop_orig_pg-1;4870430.430094347;539487.3599294543;1702043.8841650407;154867.85363199975;orig;Pop;other
NewConnections2030_orig_pg-1;916822.582387443;710313.0329040396;1363956.1792442566;59761.07175019968;orig;NewConnections2030;other
NewConnections2025_orig_pg-1;1453422.3835154914;91280.23738819834;1172052.0183100023;98456.46904700011;orig;NewConnections2025;other
ElecPop2030_adj_pk-1;89380770.74927713;4686006.542899053;23368965.162216537;287489.77659549966;adj;ElecPop2030;other
ElecPop_adj_pk-1;133736639.94780125;97788.72994460349;2048349.743313387;14707.576565500001;adj;ElecPop;other
Pop_adj_pk-1;159982746.63228947;3508195.799813308;18639785.416287087;221616.39951400022;adj;Pop;other
NewConnections2030_adj_pk-1;41572236.25247217;4025502.1160759274;6492246.755688963;157044.5691292001;adj;NewConnections2030;other
NewConnections2025_adj_pk-1;40088281.17687328;758293.1580990157;0.0;25414.65074500001;adj;NewConnections2025;other
ElecPop2030_orig_pk-1;108123551.19199938;4686006.542899053;4632902.227322634;287489.77659549966;orig;ElecPop2030;other
ElecPop_orig_pk-1;135689173.04939765;97788.72994460349;96308.14302724993;14707.576565500001;orig;ElecPop;other
Pop_orig_pk-1;175159652.81450245;3508195.799813308;3468165.9601780917;221616.39951400022;orig;Pop;other
NewConnections2030_orig_pk-1;43335886.98820957;4025502.1160759274;4729210.370349885;157044.5691292001;orig;NewConnections2030;other
NewConnections2025_orig_pk-1;40088281.17687328;758293.1580990157;0.0;25414.65074500001;orig;NewConnections2025;other
ElecPop2030_adj_rw-1;9505525.498409066;360853.21642660565;4483713.00515832;211.18311500549316;adj;ElecPop2030;AFR
ElecPop_adj_rw-1;2257388.8625833653;4794.828900104083;32577.964478597045;0.0;adj;ElecPop;AFR
Pop_adj_rw-1;8082899.343629837;262871.67977905273;3228064.899986267;151.82376098632812;adj;Pop;AFR
NewConnections2030_adj_rw-1;5039296.784708023;365648.04532670975;579074.0598163605;59.13740348815918;adj;NewConnections2030;AFR
NewConnections2025_adj_rw-1;2473277.5805854797;0.0;0.0;0.0;adj;NewConnections2025;AFR
ElecPop2030_orig_rw-1;13860913.520659138;360853.21642660565;128493.92940330505;42.23661994934082;orig;ElecPop2030;AFR
ElecPop_orig_rw-1;2288504.1996167414;4794.828900104083;1462.6274452209473;0.0;orig;ElecPop;AFR
Pop_orig_rw-1;11217657.340017319;262871.67977905273;93428.36260986328;30.364749908447266;orig;Pop;AFR
NewConnections2030_orig_rw-1;5488431.188459396;365648.04532670975;129956.556848526;42.23661994934082;orig;NewConnections2030;AFR
NewConnections2025_orig_rw-1;2473277.5805854797;0.0;0.0;0.0;orig;NewConnections2025;AFR
ElecPop2030_adj_sd-1;18133065.58687961;3648234.542072892;18644514.36954069;316900.5592370033;adj;ElecPop2030;AFR
ElecPop_adj_sd-1;15036554.702479482;30862.082980155945;931922.0989460945;1106.3278727531433;adj;ElecPop;AFR
Pop_adj_sd-1;22662562.30903721;2829962.305021167;14260067.666080475;244611.0000181198;adj;Pop;AFR
NewConnections2030_adj_sd-1;5058515.012802601;2088311.329783529;8484079.408707619;63168.28718018532;adj;NewConnections2030;AFR
NewConnections2025_adj_sd-1;7009437.08534205;1590785.299829483;8416067.338317871;40914.7798538208;adj;NewConnections2025;AFR
ElecPop2030_orig_sd-1;21072067.870365024;3648234.542072892;15726595.476605892;305992.14716386795;orig;ElecPop2030;AFR
ElecPop_orig_sd-1;15058972.19944489;30862.082980155945;909504.6019806862;1106.3278727531433;orig;ElecPop;AFR
Pop_orig_sd-1;24940487.35129261;2829962.305021167;11998359.974506378;236220.2458524704;orig;Pop;AFR
NewConnections2030_orig_sd-1;5324454.995423794;2088311.329783529;8220032.746494293;62188.69524168968;orig;NewConnections2030;AFR
NewConnections2025_orig_sd-1;7009437.08534205;1590785.299829483;8416067.338317871;40914.7798538208;orig;NewConnections2025;AFR
ElecPop2030_adj_sl-1;6295484.298233509;47087.362067222595;1659871.4813184738;15658.788557052612;adj;ElecPop2030;AFR
ElecPop_adj_sl-1;2029673.9279360771;737.9202346801758;33657.361941337585;12.493720054626465;adj;ElecPop;AFR
Pop_adj_sl-1;5209141.408372879;34146.60678100586;1180429.480726242;11189.08420753479;adj;Pop;AFR
NewConnections2030_adj_sl-1;3660387.3929724693;47825.28230190277;228682.04468679428;11288.181727170944;adj;NewConnections2030;AFR
NewConnections2025_adj_sl-1;2889170.789663315;0.0;0.0;0.0;adj;NewConnections2025;AFR
ElecPop2030_orig_sl-1;7847970.42223978;47087.362067222595;112062.36522769928;10981.780641555786;orig;ElecPop2030;AFR
ElecPop_orig_sl-1;2062933.8088240623;737.9202346801758;397.48105335235596;12.493720054626465;orig;ElecPop;AFR
Pop_orig_sl-1;6312615.395799637;34146.60678100586;80294.81387138367;7849.763635635376;orig;Pop;AFR
NewConnections2030_orig_sl-1;3776903.4987437725;47825.28230190277;112459.84628105164;10994.274361610413;orig;NewConnections2030;AFR
NewConnections2025_orig_sl-1;2889170.789663315;0.0;0.0;0.0;orig;NewConnections2025;AFR
ElecPop2030_adj_sn-1;8488300.135854721;805660.2522277832;4564405.0419950485;48115.56146812439;adj;ElecPop2030;AFR
ElecPop_adj_sn-1;8300503.3687496185;51172.863240242004;633712.7057161331;4094.848155975342;adj;ElecPop;AFR
Pop_adj_sn-1;10487258.797683716;645000.8076806068;3913002.524864197;39302.585079193115;adj;Pop;AFR
NewConnections2030_adj_sn-1;3962400.286449909;856833.1154680252;1185480.997086525;30368.503187656403;adj;NewConnections2030;AFR
NewConnections2025_adj_sn-1;2724174.7197036743;0.0;45784.02346801758;1880.7181186676025;adj;NewConnections2025;AFR
ElecPop2030_orig_sn-1;12211223.499759674;805660.2522277832;854037.4400377274;35559.799520492554;orig;ElecPop2030;AFR
ElecPop_orig_sn-1;8915306.860431671;51172.863240242004;19228.205607414246;3775.8565826416016;orig;ElecPop;AFR
Pop_orig_sn-1;13752582.315309525;645000.8076806068;657370.7736434937;29610.818674087524;orig;Pop;AFR
NewConnections2030_orig_sn-1;4321465.397974491;856833.1154680252;827481.6222763062;29302.766473293304;orig;NewConnections2030;AFR
NewConnections2025_orig_sn-1;2724174.7197036743;0.0;45784.02346801758;1880.7181186676025;orig;NewConnections2025;AFR
ElecPop2030_adj_so-1;6824599.723045349;747490.1559467316;10655129.679528713;96032.89712142944;adj;ElecPop2030;AFR
ElecPop_adj_so-1;3694994.6889572144;7663.4376764297485;74902.50215005875;1010.2731227874756;adj;ElecPop;AFR
Pop_adj_so-1;4398259.27381134;424363.4403233528;5799100.7796936035;54534.036235809326;adj;Pop;AFR
NewConnections2030_adj_so-1;2790959.822631836;460113.34745907784;5058482.492354393;24570.1637840271;adj;NewConnections2030;AFR
NewConnections2025_adj_so-1;2507296.3543395996;295040.2501592636;3239873.8011016846;21483.492570877075;adj;NewConnections2025;AFR
ElecPop2030_orig_so-1;9477105.106576443;747490.1559467316;8014260.415550232;96032.89712142944;orig;ElecPop2030;AFR
ElecPop_orig_so-1;3734981.454329014;7663.4376764297485;38908.179847717285;1010.2731227874756;orig;ElecPop;AFR
Pop_orig_so-1;5911322.627086639;424363.4403233528;4294819.998104095;54534.036235809326;orig;Pop;AFR
NewConnections2030_orig_so-1;3037579.028903961;460113.34745907784;4813294.786531448;24570.1637840271;orig;NewConnections2030;AFR
NewConnections2025_orig_so-1;2507296.3543395996;295040.2501592636;3239873.8011016846;21483.492570877075;orig;NewConnections2025;AFR
ElecPop2030_adj_ss-1;6151794.484122276;2264752.9051294327;8677861.152755737;53793.60110092163;adj;ElecPop2030;AFR
ElecPop_adj_ss-1;568073.2876005173;7782.091700077057;127699.57736587524;137.54396057128906;adj;ElecPop;AFR
Pop_adj_ss-1;4196416.923971176;1672018.5349826813;6404653.866317749;39679.86183452606;adj;Pop;AFR
NewConnections2030_adj_ss-1;3568249.695560813;971553.9402145147;2436890.551577568;28973.416449785233;adj;NewConnections2030;AFR
NewConnections2025_adj_ss-1;2027346.2791867256;1300981.077861309;1289553.6221847534;2555.282787322998;adj;NewConnections2025;AFR
ElecPop2030_orig_ss-1;11726359.306484222;2264752.9051294327;3125848.050477028;32923.50754356384;orig;ElecPop2030;AFR
ElecPop_orig_ss-1;674785.9526195526;7782.091700077057;21081.47381877899;42.98248863220215;orig;ElecPop;AFR
Pop_orig_ss-1;8376419.084844589;1672018.5349826813;2241313.7162475586;24255.108401298523;orig;Pop;AFR
NewConnections2030_orig_ss-1;4150083.616173625;971553.9402145147;1857375.8936605453;26826.373356580734;orig;NewConnections2030;AFR
NewConnections2025_orig_ss-1;2027346.2791867256;1300981.077861309;1289553.6221847534;2555.282787322998;orig;NewConnections2025;AFR
ElecPop2030_adj_st-1;93540.05883500005;1460.6733620000034;19182.365124999997;0;adj;ElecPop2030;AFR
ElecPop_adj_st-1;156478.95571;1500.0348099999978;6212.55676;0;adj;ElecPop;AFR
Pop_adj_st-1;164893.33766000005;2696.790019999996;21784.368899999998;0;adj;Pop;AFR
NewConnections2030_adj_st-1;31564.755699999998;2960.7081720000065;25394.92188499998;0;adj;NewConnections2030;AFR
NewConnections2025_adj_st-1;65951.87338899997;0.0;0.0;0;adj;NewConnections2025;AFR
ElecPop2030_orig_st-1;93540.05883500005;1460.6733620000034;19182.365124999997;0;orig;ElecPop2030;AFR
ElecPop_orig_st-1;156478.95571;1500.0348099999978;6212.55676;0;orig;ElecPop;AFR
Pop_orig_st-1;164893.33766000005;2696.790019999996;21784.368899999998;0;orig;Pop;AFR
NewConnections2030_orig_st-1;31564.755699999998;2960.7081720000065;25394.92188499998;0;orig;NewConnections2030;AFR
NewConnections2025_orig_st-1;65951.87338899997;0.0;0.0;0;orig;NewConnections2025;AFR
ElecPop2030_adj_sz-1;718174.925055027;19919.934429079294;151461.50268140435;2668.046772956848;adj;ElecPop2030;AFR
ElecPop_adj_sz-1;791101.0709357262;4949.499978631735;54134.56613096595;620.451949596405;adj;ElecPop;AFR
Pop_adj_sz-1;1028689.5116376877;17558.569912195206;145157.01848125458;2321.7791743278503;adj;Pop;AFR
